Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
14696,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,DRY,UNKNOWN,STRAIGHT AND LEVEL
14697,5,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,ALLEY,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
14698,5,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14699,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,"CURVE, LEVEL"
14700,20,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14701,25,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,DAWN,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14702,30,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DARKNESS,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14703,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLOUDY/OVERCAST,DUSK,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14704,35,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,PARKING LOT,DRY,UNKNOWN,STRAIGHT AND LEVEL
14705,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,OTHER,UNKNOWN,STRAIGHT AND LEVEL
14706,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,UNKNOWN,STRAIGHT AND LEVEL
14707,30,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
14708,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ALLEY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14709,0,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),OTHER,"RUT, HOLES",STRAIGHT AND LEVEL
14710,30,OTHER,OTHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,OTHER,STRAIGHT ON GRADE
14711,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),OTHER,"RUT, HOLES",STRAIGHT AND LEVEL
14712,45,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAWN,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14713,30,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14714,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14715,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,"CURVE, LEVEL"
14716,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14717,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT ON GRADE
14718,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14719,30,UNKNOWN,UNKNOWN,UNKNOWN,DAYLIGHT,UNKNOWN,DRY,UNKNOWN,STRAIGHT AND LEVEL
14720,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,WORN SURFACE,STRAIGHT AND LEVEL
14721,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DARKNESS,RAMP,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14722,30,UNKNOWN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,"RUT, HOLES",STRAIGHT AND LEVEL
14723,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,CURVE ON HILLCREST
14724,5,UNKNOWN,UNKNOWN,CLEAR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14725,15,OTHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DRIVEWAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14726,30,NO CONTROLS,OTHER,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14727,45,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
14728,25,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DUSK,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14729,20,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,RAMP,UNKNOWN,UNKNOWN,"CURVE, LEVEL"
14730,30,STOP SIGN/FLASHER,OTHER,CLEAR,DUSK,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14731,25,UNKNOWN,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14732,30,LANE USE MARKING,FUNCTIONING PROPERLY,CLEAR,UNKNOWN,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14733,30,LANE USE MARKING,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,ONE-WAY,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
14734,25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14735,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,UNKNOWN,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
14736,30,STOP SIGN/FLASHER,OTHER,RAIN,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
14737,5,NO CONTROLS,NO CONTROLS,OTHER,DAWN,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
14738,55,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14739,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",ONE-WAY,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
14740,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,OTHER,DARKNESS,ONE-WAY,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
14741,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
14742,30,UNKNOWN,UNKNOWN,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14743,30,NO CONTROLS,UNKNOWN,UNKNOWN,DUSK,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14744,35,UNKNOWN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",CENTER TURN LANE,DRY,UNKNOWN,STRAIGHT AND LEVEL
14745,20,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DARKNESS,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
14746,20,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14747,30,LANE USE MARKING,WORN REFLECTIVE MATERIAL,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT ON GRADE
14748,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
14749,0,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DARKNESS,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14750,30,NO CONTROLS,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14751,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,OTHER,"RUT, HOLES",STRAIGHT AND LEVEL
14752,30,NO CONTROLS,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,UNKNOWN,STRAIGHT AND LEVEL
14753,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,NO DEFECTS,"CURVE, LEVEL"
14754,5,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DUSK,PARKING LOT,DRY,UNKNOWN,STRAIGHT AND LEVEL
14755,10,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14756,25,NO CONTROLS,NOT FUNCTIONING,CLEAR,DAYLIGHT,ONE-WAY,DRY,UNKNOWN,STRAIGHT AND LEVEL
14757,10,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ALLEY,DRY,UNKNOWN,STRAIGHT AND LEVEL
14758,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,CURVE ON HILLCREST
14759,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAWN,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14760,20,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14761,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,UNKNOWN,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14762,35,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
14763,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,CURVE ON HILLCREST
14764,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),OTHER,OTHER,STRAIGHT AND LEVEL
14765,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT ON HILLCREST
14766,30,UNKNOWN,NO CONTROLS,UNKNOWN,DARKNESS,UNKNOWN,DRY,UNKNOWN,STRAIGHT AND LEVEL
14767,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT ON HILLCREST
14768,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DARKNESS,CENTER TURN LANE,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14769,30,OTHER,NO CONTROLS,CLEAR,DARKNESS,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14770,0,UNKNOWN,UNKNOWN,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,UNKNOWN,STRAIGHT AND LEVEL
14771,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
14772,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14773,30,NO CONTROLS,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DUSK,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14774,35,LANE USE MARKING,UNKNOWN,UNKNOWN,DAYLIGHT,CENTER TURN LANE,UNKNOWN,UNKNOWN,"CURVE, LEVEL"
14775,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,OTHER,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
14776,25,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,ALLEY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14777,20,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",CENTER TURN LANE,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14778,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,OTHER,STRAIGHT AND LEVEL
14779,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,UNKNOWN,UNKNOWN,"CURVE, LEVEL"
14780,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DARKNESS,UNKNOWN,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14781,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT ON GRADE
14782,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,"RUT, HOLES",STRAIGHT AND LEVEL
14783,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKING LOT,WET,SHOULDER DEFECT,STRAIGHT AND LEVEL
14784,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14785,30,STOP SIGN/FLASHER,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,DRY,UNKNOWN,STRAIGHT AND LEVEL
14786,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,"RUT, HOLES",STRAIGHT AND LEVEL
14787,40,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
14788,25,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
14789,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKING LOT,DRY,NO DEFECTS,STRAIGHT ON HILLCREST
14790,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,OTHER,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT ON GRADE
14791,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,OTHER,STRAIGHT AND LEVEL
14792,40,YIELD,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,WORN SURFACE,CURVE ON GRADE
14793,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,"RUT, HOLES",STRAIGHT AND LEVEL
14794,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DUSK,CENTER TURN LANE,WET,UNKNOWN,STRAIGHT AND LEVEL
14795,25,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,UNKNOWN,"CURVE, LEVEL"
14796,30,YIELD,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
14797,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,DIVIDED - W/MEDIAN BARRIER,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
14798,15,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
14799,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
14800,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,"CURVE, LEVEL"
14801,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DARKNESS,ONE-WAY,WET,NO DEFECTS,STRAIGHT ON GRADE
14802,35,NO CONTROLS,NO CONTROLS,RAIN,DUSK,NOT DIVIDED,WET,NO DEFECTS,"CURVE, LEVEL"
14803,30,UNKNOWN,UNKNOWN,RAIN,DUSK,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
14804,10,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,PARKING LOT,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14805,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
14806,20,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,UNKNOWN,RAMP,DRY,UNKNOWN,STRAIGHT AND LEVEL
14807,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
14808,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
14809,30,NO CONTROLS,UNKNOWN,RAIN,DUSK,DIVIDED - W/MEDIAN BARRIER,WET,UNKNOWN,STRAIGHT AND LEVEL
14810,5,NO CONTROLS,NO CONTROLS,RAIN,DAWN,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
14811,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
14812,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,"CURVE, LEVEL"
14813,35,SCHOOL ZONE,UNKNOWN,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
14814,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
14815,30,UNKNOWN,UNKNOWN,RAIN,DAYLIGHT,UNKNOWN,WET,UNKNOWN,STRAIGHT AND LEVEL
14816,30,NO CONTROLS,NO CONTROLS,OTHER,DAYLIGHT,PARKING LOT,DRY,UNKNOWN,STRAIGHT ON GRADE
14817,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,CURVE ON GRADE
14818,10,NO CONTROLS,NO CONTROLS,RAIN,UNKNOWN,PARKING LOT,WET,UNKNOWN,STRAIGHT AND LEVEL
14819,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON HILLCREST
14820,40,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,OTHER,WET,NO DEFECTS,"CURVE, LEVEL"
14821,20,UNKNOWN,UNKNOWN,UNKNOWN,DAYLIGHT,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
14822,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
14823,25,OTHER REG. SIGN,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,UNKNOWN,STRAIGHT AND LEVEL
14824,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAWN,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
14825,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
14826,30,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,RAIN,DAWN,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
14827,0,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAWN,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
14828,0,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
14829,30,POLICE/FLAGMAN,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
14830,30,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN,DARKNESS,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
14831,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,"RUT, HOLES",STRAIGHT AND LEVEL
14832,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,CURVE ON HILLCREST
14833,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,WET,UNKNOWN,STRAIGHT AND LEVEL
14834,30,NO CONTROLS,UNKNOWN,UNKNOWN,DARKNESS,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
14835,30,NO CONTROLS,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT ON HILLCREST
14836,15,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,UNKNOWN,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14837,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DUSK,ALLEY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14838,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,DRY,"RUT, HOLES",STRAIGHT AND LEVEL
14839,35,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
14840,20,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,ONE-WAY,DRY,"RUT, HOLES",STRAIGHT AND LEVEL
14841,40,NO CONTROLS,NO CONTROLS,RAIN,DUSK,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
14842,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
14843,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DUSK,ONE-WAY,WET,UNKNOWN,STRAIGHT AND LEVEL
14844,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),WET,"RUT, HOLES",STRAIGHT AND LEVEL
14845,30,STOP SIGN/FLASHER,UNKNOWN,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
14846,0,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
14847,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,OTHER,WET,WORN SURFACE,STRAIGHT ON GRADE
14848,20,UNKNOWN,UNKNOWN,RAIN,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
14849,25,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,ALLEY,WET,NO DEFECTS,STRAIGHT AND LEVEL
14850,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,OTHER,STRAIGHT AND LEVEL
14851,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
14852,30,STOP SIGN/FLASHER,OTHER,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
14853,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,WORN SURFACE,"CURVE, LEVEL"
14854,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,WORN SURFACE,STRAIGHT AND LEVEL
14855,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,"CURVE, LEVEL"
14856,25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,WORN SURFACE,"CURVE, LEVEL"
14857,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
14858,20,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,UNKNOWN,WET,UNKNOWN,STRAIGHT AND LEVEL
