Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
1537,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,WORN SURFACE,CURVE LEVEL
1538,55,STOP SIGN,MISSING,SEVERE CROSS WIND,DARKNESS,NOT DIVIDED,DRY,WORN SURFACE,CURVE LEVEL
1539,20,NO CONTROLS,FUNCTIONING PROPERLY,SLEET/HAIL,DARKNESS,DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1540,20,STOP SIGN,NOT FUNCTIONING,SNOW,DARKNESS,ALLEY,SNOW OR SLUSH,POTHOLES,CURVE LEVEL
1541,25,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,ALLEY,ICE,SHOULDER DEFECT,CURVE LEVEL
1542,40,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,DAYLIGHT,DIVIDED,DRY,SHOULDER DEFECT,CURVE ON GRADE
1543,40,YIELD SIGN,NOT FUNCTIONING,RAIN,DARKNESS,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1544,20,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DARKNESS,ALLEY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
1545,40,NO CONTROLS,DAMAGED,RAIN,DUSK,ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1546,40,STOP SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKING LOT,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
1547,40,TRAFFIC SIGNAL,MISSING,SNOW,DARKNESS,NOT DIVIDED,DRY,WORN SURFACE,STRAIGHT AND LEVEL
1548,20,YIELD SIGN,NOT FUNCTIONING,SLEET/HAIL,DAWN,NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
1549,55,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
1550,40,STOP SIGN,DAMAGED,SEVERE CROSS WIND,DUSK,PARKING LOT,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1551,55,STOP SIGN,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,ICE,POTHOLES,CURVE LEVEL
1552,30,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,DUSK,DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
1553,45,NO CONTROLS,MISSING,SLEET/HAIL,DUSK,DIVIDED,SNOW OR SLUSH,POTHOLES,STRAIGHT AND LEVEL
1554,20,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,ONE-WAY,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1555,25,YIELD SIGN,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,DIVIDED,DRY,WORN SURFACE,STRAIGHT AND LEVEL
1556,40,STOP SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,ONE-WAY,ICE,NO DEFECTS,CURVE ON GRADE
1557,35,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DAWN,ONE-WAY,WET,POTHOLES,STRAIGHT AND LEVEL
1558,20,RAILROAD CROSSING GATE,MISSING,SEVERE CROSS WIND,DAYLIGHT,NOT DIVIDED,DRY,WORN SURFACE,STRAIGHT AND LEVEL
1559,50,RAILROAD CROSSING GATE,MISSING,FOG/SMOKE,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,POTHOLES,STRAIGHT ON GRADE
1560,25,NO CONTROLS,MISSING,SNOW,DAYLIGHT,ALLEY,DRY,POTHOLES,CURVE ON GRADE
1561,45,STOP SIGN,DAMAGED,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,POTHOLES,CURVE LEVEL
1562,30,YIELD SIGN,NOT FUNCTIONING,SLEET/HAIL,DUSK,PARKING LOT,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1563,55,STOP SIGN,MISSING,SEVERE CROSS WIND,DAWN,ONE-WAY,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
1564,55,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAWN,PARKING LOT,DRY,POTHOLES,CURVE LEVEL
1565,50,YIELD SIGN,MISSING,SLEET/HAIL,DARKNESS,ONE-WAY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
1566,25,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,NO DEFECTS,CURVE LEVEL
1567,40,YIELD SIGN,DAMAGED,CLEAR,DAYLIGHT,ALLEY,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
1568,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1569,40,YIELD SIGN,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,CURVE ON GRADE
1570,25,RAILROAD CROSSING GATE,MISSING,SNOW,DAWN,ONE-WAY,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
1571,20,NO CONTROLS,FUNCTIONING PROPERLY,FOG/SMOKE,DAYLIGHT,PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1572,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DARKNESS,DIVIDED,WET,NO DEFECTS,CURVE ON GRADE
1573,35,YIELD SIGN,MISSING,CLEAR,DAWN,ALLEY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1574,55,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DUSK,PARKING LOT,ICE,NO DEFECTS,STRAIGHT AND LEVEL
1575,50,RAILROAD CROSSING GATE,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,POTHOLES,STRAIGHT ON GRADE
1576,50,NO CONTROLS,MISSING,RAIN,DAWN,ALLEY,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
1577,35,TRAFFIC SIGNAL,MISSING,SLEET/HAIL,DUSK,ALLEY,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
1578,55,RAILROAD CROSSING GATE,MISSING,FOG/SMOKE,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
1579,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1580,25,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,DAYLIGHT,PARKING LOT,DRY,SHOULDER DEFECT,CURVE ON GRADE
1581,45,YIELD SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ALLEY,WET,WORN SURFACE,STRAIGHT ON GRADE
1582,45,STOP SIGN,MISSING,FOG/SMOKE,DUSK,PARKING LOT,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1583,40,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,DAWN,ALLEY,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1584,25,STOP SIGN,MISSING,CLEAR,DARKNESS,NOT DIVIDED,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1585,35,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SNOW,DUSK,ONE-WAY,ICE,WORN SURFACE,CURVE LEVEL
1586,25,STOP SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,DIVIDED,WET,NO DEFECTS,CURVE LEVEL
1587,35,RAILROAD CROSSING GATE,MISSING,CLEAR,DARKNESS,DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
1588,50,RAILROAD CROSSING GATE,NOT FUNCTIONING,RAIN,DARKNESS,NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,CURVE ON GRADE
1589,40,NO CONTROLS,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",ALLEY,ICE,NO DEFECTS,CURVE ON GRADE
1590,20,NO CONTROLS,MISSING,SEVERE CROSS WIND,DUSK,NOT DIVIDED,SAND/MUD/DIRT,POTHOLES,STRAIGHT AND LEVEL
1591,50,STOP SIGN,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
1592,55,TRAFFIC SIGNAL,MISSING,SLEET/HAIL,DAWN,DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
1593,20,STOP SIGN,MISSING,FOG/SMOKE,DAWN,PARKING LOT,DRY,WORN SURFACE,STRAIGHT ON GRADE
1594,25,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DAYLIGHT,DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1595,35,STOP SIGN,MISSING,FOG/SMOKE,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1596,20,YIELD SIGN,DAMAGED,SLEET/HAIL,DAYLIGHT,ALLEY,WET,WORN SURFACE,CURVE ON GRADE
1597,50,YIELD SIGN,MISSING,SNOW,DAWN,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1598,35,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DARKNESS,DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1599,40,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DARKNESS,DIVIDED,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
1600,50,TRAFFIC SIGNAL,MISSING,RAIN,DUSK,PARKING LOT,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE ON GRADE
1601,55,STOP SIGN,NOT FUNCTIONING,SLEET/HAIL,DAWN,NOT DIVIDED,DRY,NO DEFECTS,CURVE LEVEL
1602,25,RAILROAD CROSSING GATE,MISSING,CLEAR,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1603,35,YIELD SIGN,DAMAGED,FOG/SMOKE,DAWN,PARKING LOT,DRY,WORN SURFACE,CURVE LEVEL
1604,25,RAILROAD CROSSING GATE,DAMAGED,SEVERE CROSS WIND,DARKNESS,ALLEY,DRY,POTHOLES,STRAIGHT ON GRADE
1605,35,YIELD SIGN,NOT FUNCTIONING,SNOW,DARKNESS,DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
1606,50,STOP SIGN,DAMAGED,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,CURVE ON GRADE
1607,45,YIELD SIGN,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ALLEY,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
1608,45,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DUSK,ALLEY,WET,WORN SURFACE,STRAIGHT ON GRADE
1609,35,RAILROAD CROSSING GATE,MISSING,SLEET/HAIL,DAWN,ALLEY,SAND/MUD/DIRT,POTHOLES,STRAIGHT ON GRADE
1610,40,RAILROAD CROSSING GATE,MISSING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
1611,25,STOP SIGN,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1612,55,RAILROAD CROSSING GATE,NOT FUNCTIONING,SNOW,DAWN,ALLEY,DRY,POTHOLES,STRAIGHT ON GRADE
1613,30,STOP SIGN,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ONE-WAY,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1614,35,NO CONTROLS,NOT FUNCTIONING,RAIN,DUSK,NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT ON GRADE
1615,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DUSK,DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
1616,45,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,DUSK,NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
1617,20,YIELD SIGN,MISSING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",DIVIDED,DRY,WORN SURFACE,CURVE ON GRADE
1618,50,YIELD SIGN,MISSING,RAIN,DARKNESS,ONE-WAY,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1619,45,NO CONTROLS,DAMAGED,CLEAR,DUSK,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1620,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAWN,PARKING LOT,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
1621,45,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,FOG/SMOKE,DUSK,ALLEY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
1622,30,RAILROAD CROSSING GATE,DAMAGED,FOG/SMOKE,DAYLIGHT,DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
1623,40,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DARKNESS,DIVIDED,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1624,50,TRAFFIC SIGNAL,DAMAGED,RAIN,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1625,30,YIELD SIGN,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,PARKING LOT,ICE,POTHOLES,CURVE ON GRADE
1626,40,RAILROAD CROSSING GATE,DAMAGED,SEVERE CROSS WIND,DAWN,ALLEY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
1627,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1628,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
1629,50,TRAFFIC SIGNAL,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
1630,45,STOP SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DUSK,NOT DIVIDED,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1631,30,YIELD SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,ONE-WAY,ICE,WORN SURFACE,STRAIGHT ON GRADE
1632,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,ALLEY,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
1633,50,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,ICE,WORN SURFACE,CURVE ON GRADE
1634,45,TRAFFIC SIGNAL,MISSING,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED,WET,WORN SURFACE,STRAIGHT ON GRADE
1635,25,STOP SIGN,DAMAGED,SNOW,DUSK,DIVIDED,ICE,WORN SURFACE,CURVE LEVEL
1636,45,NO CONTROLS,DAMAGED,CLEAR,DAYLIGHT,DIVIDED,WET,POTHOLES,STRAIGHT AND LEVEL
1637,20,NO CONTROLS,MISSING,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,NO DEFECTS,CURVE LEVEL
1638,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1639,50,STOP SIGN,DAMAGED,FOG/SMOKE,DAWN,ONE-WAY,WET,POTHOLES,CURVE LEVEL
1640,35,NO CONTROLS,DAMAGED,FOG/SMOKE,DAWN,NOT DIVIDED,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
1641,35,YIELD SIGN,DAMAGED,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1642,35,YIELD SIGN,NOT FUNCTIONING,CLEAR,DARKNESS,DIVIDED,WET,SHOULDER DEFECT,CURVE ON GRADE
1643,50,RAILROAD CROSSING GATE,MISSING,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,ICE,WORN SURFACE,STRAIGHT AND LEVEL
1644,20,RAILROAD CROSSING GATE,NOT FUNCTIONING,FOG/SMOKE,DAWN,DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT ON GRADE
1645,45,STOP SIGN,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
1646,30,NO CONTROLS,MISSING,SLEET/HAIL,DAWN,ONE-WAY,SNOW OR SLUSH,POTHOLES,CURVE LEVEL
1647,40,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DARKNESS,ALLEY,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1648,40,YIELD SIGN,NOT FUNCTIONING,SNOW,DAYLIGHT,ALLEY,ICE,SHOULDER DEFECT,CURVE ON GRADE
1649,50,STOP SIGN,DAMAGED,CLEAR,DARKNESS,DIVIDED,DRY,POTHOLES,STRAIGHT AND LEVEL
1650,25,NO CONTROLS,NOT FUNCTIONING,FOG/SMOKE,DUSK,PARKING LOT,WET,POTHOLES,STRAIGHT AND LEVEL
1651,20,STOP SIGN,DAMAGED,SEVERE CROSS WIND,DARKNESS,PARKING LOT,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
1652,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1653,45,YIELD SIGN,FUNCTIONING PROPERLY,CLEAR,DAWN,NOT DIVIDED,DRY,WORN SURFACE,CURVE LEVEL
1654,35,STOP SIGN,FUNCTIONING PROPERLY,RAIN,DARKNESS,DIVIDED,ICE,WORN SURFACE,STRAIGHT AND LEVEL
1655,20,STOP SIGN,MISSING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,POTHOLES,CURVE LEVEL
1656,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE,DAWN,ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
1657,30,RAILROAD CROSSING GATE,NOT FUNCTIONING,FOG/SMOKE,DAWN,ONE-WAY,DRY,NO DEFECTS,CURVE ON GRADE
1658,50,YIELD SIGN,DAMAGED,SLEET/HAIL,DUSK,DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1659,45,STOP SIGN,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
1660,55,YIELD SIGN,DAMAGED,CLEAR,DARKNESS,PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
1661,55,RAILROAD CROSSING GATE,DAMAGED,RAIN,DUSK,NOT DIVIDED,ICE,SHOULDER DEFECT,CURVE ON GRADE
1662,50,STOP SIGN,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1663,50,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DUSK,ALLEY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
1664,25,YIELD SIGN,NOT FUNCTIONING,SLEET/HAIL,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
1665,50,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,DARKNESS,NOT DIVIDED,ICE,NO DEFECTS,STRAIGHT AND LEVEL
1666,45,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DUSK,PARKING LOT,DRY,SHOULDER DEFECT,CURVE ON GRADE
1667,25,RAILROAD CROSSING GATE,DAMAGED,FOG/SMOKE,DAYLIGHT,ALLEY,WET,NO DEFECTS,STRAIGHT AND LEVEL
1668,55,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DARKNESS,PARKING LOT,SNOW OR SLUSH,WORN SURFACE,STRAIGHT ON GRADE
1669,25,RAILROAD CROSSING GATE,NOT FUNCTIONING,FOG/SMOKE,DUSK,PARKING LOT,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1670,35,NO CONTROLS,MISSING,SEVERE CROSS WIND,DUSK,ALLEY,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1671,35,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,DUSK,ALLEY,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
1672,55,NO CONTROLS,MISSING,RAIN,DUSK,ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
1673,30,RAILROAD CROSSING GATE,DAMAGED,RAIN,DAWN,NOT DIVIDED,WET,WORN SURFACE,STRAIGHT AND LEVEL
1674,55,YIELD SIGN,NOT FUNCTIONING,RAIN,DUSK,DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1675,45,NO CONTROLS,DAMAGED,SEVERE CROSS WIND,DAWN,NOT DIVIDED,ICE,POTHOLES,CURVE LEVEL
1676,50,RAILROAD CROSSING GATE,MISSING,SEVERE CROSS WIND,DAWN,DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1677,25,STOP SIGN,MISSING,FOG/SMOKE,DAYLIGHT,ALLEY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
1678,30,STOP SIGN,NOT FUNCTIONING,CLEAR,DARKNESS,PARKING LOT,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1679,25,TRAFFIC SIGNAL,NOT FUNCTIONING,SEVERE CROSS WIND,DAWN,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
1680,20,STOP SIGN,NOT FUNCTIONING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,WORN SURFACE,STRAIGHT AND LEVEL
1681,40,NO CONTROLS,NOT FUNCTIONING,CLEAR,DAWN,NOT DIVIDED,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1682,40,STOP SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,POTHOLES,STRAIGHT AND LEVEL
1683,25,YIELD SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
1684,30,YIELD SIGN,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
1685,55,YIELD SIGN,MISSING,RAIN,DAYLIGHT,ALLEY,SNOW OR SLUSH,WORN SURFACE,CURVE ON GRADE
1686,35,STOP SIGN,MISSING,SLEET/HAIL,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT ON GRADE
1687,45,STOP SIGN,DAMAGED,CLEAR,DAYLIGHT,ONE-WAY,ICE,NO DEFECTS,CURVE ON GRADE
1688,25,TRAFFIC SIGNAL,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,NO DEFECTS,STRAIGHT ON GRADE
1689,25,RAILROAD CROSSING GATE,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,SNOW OR SLUSH,WORN SURFACE,CURVE ON GRADE
1690,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAYLIGHT,NOT DIVIDED,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1691,55,NO CONTROLS,DAMAGED,SNOW,DAYLIGHT,DIVIDED,SNOW OR SLUSH,WORN SURFACE,STRAIGHT ON GRADE
1692,50,YIELD SIGN,MISSING,FOG/SMOKE,DARKNESS,NOT DIVIDED,WET,POTHOLES,STRAIGHT AND LEVEL
1693,35,STOP SIGN,DAMAGED,CLEAR,DAYLIGHT,PARKING LOT,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
1694,25,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,DUSK,NOT DIVIDED,WET,SHOULDER DEFECT,STRAIGHT AND LEVEL
1695,20,RAILROAD CROSSING GATE,MISSING,FOG/SMOKE,DARKNESS,DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT ON GRADE
1696,35,STOP SIGN,MISSING,SNOW,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,CURVE LEVEL
1697,20,TRAFFIC SIGNAL,MISSING,RAIN,DARKNESS,DIVIDED,DRY,WORN SURFACE,STRAIGHT ON GRADE
1698,40,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,CLEAR,DUSK,ALLEY,WET,WORN SURFACE,CURVE LEVEL
1699,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
1700,35,STOP SIGN,MISSING,SLEET/HAIL,DARKNESS,DIVIDED,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
1701,50,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,DRY,SHOULDER DEFECT,CURVE LEVEL
1702,35,YIELD SIGN,MISSING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,SHOULDER DEFECT,CURVE ON GRADE
1703,30,STOP SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
1704,30,STOP SIGN,NOT FUNCTIONING,CLEAR,DAYLIGHT,DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT ON GRADE
1705,45,RAILROAD CROSSING GATE,MISSING,SNOW,DAWN,PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1706,50,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,ALLEY,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
1707,35,RAILROAD CROSSING GATE,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,SHOULDER DEFECT,CURVE ON GRADE
